POGLAVJE,KATEGORIJA,PODKATEGORIJA_4,PODKATEGORIJA_5,SKLOP / 1. NIVO,SKLOP / 2. NIVO,SKLOP / 3. NIVO,RAVEN,KODA,SLOVENSKI NAZIV,KRIŽEC / ETIOLOGIJA,ZVEZDICA / MANIFESTACIJA,VELJAVNOST,KODA DEJAVNA OD,KODA DEJAVNA DO,SPOL,SPOL TIP,STAROST MIN.,STAROST MAX.,STAROST TIP,REDKA DIAGNOZA,MORFOLOGIJA,NESPREJEMLJIVA GLAVNA DIAGNOZA,PRIJAVA NALEZLJIVE BOLEZNI,"PRIJAVA SPO, HIV, HEP B,C","BOLEZNI, KI JIH PREPREČUJEMO S CEPLJENJEM",ENGLISH DESCRIPTION POSTPROCESED
5,F13,0,1,F10F19,,,5,F13.01,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, akutna zastrupitev, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, acute intoxication, gamma hydroxybutyrate"
5,F13,0,9,F10F19,,,5,F13.09,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, akutna zastrupitev, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, acute intoxication, other specified sedative or hypnotic"
5,F13,1,,F10F19,,,4,F13.1,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, škodljiva raba",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use, unspecified sedative or hypnotic"
5,F13,1,0,F10F19,,,5,F13.10,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, škodljiva raba, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use, unspecified sedative or hypnotic"
5,F13,1,1,F10F19,,,5,F13.11,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, škodljiva raba, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use, GHB"
5,F13,1,9,F10F19,,,5,F13.19,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, škodljiva raba, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, harmful use, other specified sedative or hypnotic"
5,F13,2,,F10F19,,,4,F13.2,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, sindrom odvisnosti",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome, unspecified sedative or hypnotic"
5,F13,2,0,F10F19,,,5,F13.20,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, sindrom odvisnosti, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome, unspecified sedative or hypnotic"
5,F13,2,1,F10F19,,,5,F13.21,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, sindrom odvisnosti, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome, GHB"
5,F13,2,9,F10F19,,,5,F13.29,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, sindrom odvisnosti, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, dependence syndrome, other specified sedative or hypnotic"
5,F13,3,,F10F19,,,4,F13.3,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, odtegnitveno stanje",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state, unspecified sedative or hypnotic"
5,F13,3,0,F10F19,,,5,F13.30,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, odtegnitveno stanje, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state, unspecified sedative or hypnotic"
5,F13,3,1,F10F19,,,5,F13.31,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, odtegnitveno stanje, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state, gamma hydroxybutyrate"
5,F13,3,9,F10F19,,,5,F13.39,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov odtegnitveno stanje, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state, other specified sedative or hypnotic"
5,F13,4,,F10F19,,,4,F13.4,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, odtegnitveno stanje z delirijem",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state with delirium, unspecified sedative or hypnotic"
5,F13,4,0,F10F19,,,5,F13.40,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, odtegnitveno stanje z delirijem, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state with delirium, unspecified sedative or hypnotic"
5,F13,4,1,F10F19,,,5,F13.41,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, odtegnitveno stanje z delirijem, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state with delirium, GHB"
5,F13,4,9,F10F19,,,5,F13.49,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, odtegnitveno stanje z delirijem, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, withdrawal state with delirium, other specified sedative or hypnotic"
5,F13,5,,F10F19,,,4,F13.5,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, psihotična motnja",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder, unspecified sedative or hypnotic"
5,F13,5,0,F10F19,,,5,F13.50,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, psihotična motnja, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder, unspecified sedative or hypnotic"
5,F13,5,1,F10F19,,,5,F13.51,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, psihotična motnja, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder, GHB"
5,F13,5,9,F10F19,,,5,F13.59,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, psihotična motnja, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, psychotic disorder, other specified sedative or hypnotic"
5,F13,6,,F10F19,,,4,F13.6,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, amnestični sindrom",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome, unspecified sedative or hypnotic"
5,F13,6,0,F10F19,,,5,F13.60,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, amnestični sindrom, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome, unspecified sedative or hypnotic"
5,F13,6,1,F10F19,,,5,F13.61,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, amnestični sindrom, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome, GHB"
5,F13,6,9,F10F19,,,5,F13.69,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, amnestični sindrom, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, amnesic syndrome, other specified sedative or hypnotic"
5,F13,7,,F10F19,,,4,F13.7,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, residualna in pozno nastopajoča psihotična motnja",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder, unspecified sedative or hypnotic"
5,F13,7,0,F10F19,,,5,F13.70,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, residualna in pozno nastopajoča psihotična motnja, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder, unspecified sedative or hypnotic"
5,F13,7,1,F10F19,,,5,F13.71,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, residualna in pozno nastopajoča psihotična motnja, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder, GHB"
5,F13,7,9,F10F19,,,5,F13.79,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, residualna in pozno nastopajoča psihotična motnja, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, residual and late-onset psychotic disorder, other specified sedative or hypnotic"
5,F13,8,,F10F19,,,4,F13.8,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, druge duševne in vedenjske motnje",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders, unspecified sedative or hypnotic"
5,F13,8,0,F10F19,,,5,F13.80,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, druge duševne in vedenjske motnje, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders, unspecified sedative or hypnotic"
5,F13,8,1,F10F19,,,5,F13.81,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, druge duševne in vedenjske motnje, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders, unspecified sedative or hypnotic GHB"
5,F13,8,9,F10F19,,,5,F13.89,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, druge duševne in vedenjske motnje, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, other mental and behavioural disorders, other specified sedative or hypnotic"
5,F13,9,,F10F19,,,4,F13.9,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, neopredeljena duševna in vedenjska motnja",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder, unspecified sedative or hypnotic"
5,F13,9,0,F10F19,,,5,F13.90,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, neopredeljena duševna in vedenjska motnja, neopredeljen sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder, unspecified sedative or hypnotic"
5,F13,9,1,F10F19,,,5,F13.91,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, neopredeljena duševna in vedenjska motnja, gama-hidroksibutirat",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder, GHB"
5,F13,9,9,F10F19,,,5,F13.99,"Duševne in vedenjske motnje zaradi uporabe sedativov in hipnotikov, neopredeljena duševna in vedenjska motnja, drugi opredeljeni sedativ ali hipnotik",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder, other specified sedative or hypnotic"
5,F14,,,F10F19,,,3,F14,Duševne in vedenjske motnje zaradi uporabe kokaina,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, acute intoxication"
5,F14,0,,F10F19,,,4,F14.0,"Duševne in vedenjske motnje zaradi uporabe kokaina, akutna zastrupitev",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, acute intoxication"
5,F14,1,,F10F19,,,4,F14.1,"Duševne in vedenjske motnje zaradi uporabe kokaina, škodljiva raba",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, harmful use"
5,F14,2,,F10F19,,,4,F14.2,"Duševne in vedenjske motnje zaradi uporabe kokaina, sindrom odvisnosti",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, dependence syndrome"
5,F14,3,,F10F19,,,4,F14.3,"Duševne in vedenjske motnje zaradi uporabe kokaina, odtegnitveno stanje",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, withdrawal state"
5,F14,4,,F10F19,,,4,F14.4,"Duševne in vedenjske motnje zaradi uporabe kokaina, odtegnitveno stanje z delirijem",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, withdrawal state with delirium"
5,F14,5,,F10F19,,,4,F14.5,"Duševne in vedenjske motnje zaradi uporabe kokaina, psihotična motnja",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, psychotic disorder"
5,F14,6,,F10F19,,,4,F14.6,"Duševne in vedenjske motnje zaradi uporabe kokaina, amnestični sindrom",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, amnesic syndrome"
5,F14,7,,F10F19,,,4,F14.7,"Duševne in vedenjske motnje zaradi uporabe kokaina, residualna in pozno nastopajoča psihotična motnja",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, residual and late-onset psychotic disorder"
5,F14,8,,F10F19,,,4,F14.8,"Duševne in vedenjske motnje zaradi uporabe kokaina, druge duševne in vedenjske motnje",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, other mental and behavioural disorders"
5,F14,9,,F10F19,,,4,F14.9,"Duševne in vedenjske motnje zaradi uporabe kokaina, neopredeljena duševna in vedenjska motnja",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"
5,F15,,,F10F19,,,3,F15,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno s kofeinom",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, acute intoxication, unspecified stimulants"
5,F15,0,,F10F19,,,4,F15.0,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, akutna zastrupitev",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, acute intoxication, unspecified stimulants"
5,F15,0,0,F10F19,,,5,F15.00,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, akutna zastrupitev, neopredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, acute intoxication, unspecified stimulants"
5,F15,0,1,F10F19,,,5,F15.01,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, akutna zastrupitev, metilamfetamin",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, acute intoxication, methylamphetamine"
5,F15,0,2,F10F19,,,5,F15.02,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, akutna zastrupitev, metilendioksimetamfetamin",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, acute intoxication, methylenedioxy methamphetamine"
5,F15,0,9,F10F19,,,5,F15.09,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, akutna zastrupitev, drugi opredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, acute intoxication, other specified stimulants"
5,F15,1,,F10F19,,,4,F15.1,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, škodljiva raba",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use, unspecified stimulants"
5,F15,1,0,F10F19,,,5,F15.10,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, škodljiva raba, neopredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use, unspecified stimulants"
5,F15,1,1,F10F19,,,5,F15.11,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, škodljiva raba, metilamfetamin",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use, methylamphetamine"
5,F15,1,2,F10F19,,,5,F15.12,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, škodljiva raba, metilendioksimetamfetamin",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use, methylenedioxy methamphetamine"
5,F15,1,9,F10F19,,,5,F15.19,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, škodljiva raba, drugi opredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use, other specified stimulants"
5,F15,2,,F10F19,,,4,F15.2,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, sindrom odvisnosti",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome, unspecified stimulants"
5,F15,2,0,F10F19,,,5,F15.20,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, sindrom odvisnosti, neopredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome, unspecified stimulants"
5,F15,2,1,F10F19,,,5,F15.21,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, sindrom odvisnosti, metilamfetamin",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome, methylamphetamine"
5,F15,2,2,F10F19,,,5,F15.22,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, sindrom odvisnosti, metilendioksimetamfetamin",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use, methylenedioxy methamphetamine"
5,F15,2,9,F10F19,,,5,F15.29,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, sindrom odvisnosti, drugi opredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome, other specified stimulants"
5,F15,3,,F10F19,,,4,F15.3,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state, unspecified stimulants"
5,F15,3,0,F10F19,,,5,F15.30,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje, neopredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state, unspecified stimulants"
5,F15,3,1,F10F19,,,5,F15.31,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje, metilamfetamin",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state, methylamphetamine"
5,F15,3,2,F10F19,,,5,F15.32,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje, metilendioksimetamfetamin",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state, methylenedioxy methamphetamine"
5,F15,3,9,F10F19,,,5,F15.39,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje, drugi opredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state, other specified stimulants"
5,F15,4,,F10F19,,,4,F15.4,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje z delirijem",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium, unspecified stimulants"
5,F15,4,0,F10F19,,,5,F15.40,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje z delirijem, neopredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium, unspecified stimulants"
5,F15,4,1,F10F19,,,5,F15.41,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje z delirijem, metilamfetamin",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium, methylamphetamine"
5,F15,4,2,F10F19,,,5,F15.42,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje z delirijem, metilendioksimetamfetamin",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium, methylenedioxy methamphetamine"
5,F15,4,9,F10F19,,,5,F15.49,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, odtegnitveno stanje z delirijem, drugi opredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, withdrawal state with delirium, other specified stimulants"
5,F15,5,,F10F19,,,4,F15.5,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, psihotična motnja",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder, unspecified stimulants"
5,F15,5,0,F10F19,,,5,F15.50,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, psihotična motnja, neopredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder, unspecified stimulants"
5,F15,5,1,F10F19,,,5,F15.51,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, psihotična motnja, metilamfetamin",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder, methylamphetamine"
5,F15,5,2,F10F19,,,5,F15.52,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, psihotična motnja, metilendioksimetamfetamin",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder, methylenedioxy methamphetamine"
5,F15,5,9,F10F19,,,5,F15.59,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, psihotična motnja, drugi opredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, psychotic disorder, other specified stimulants"
5,F15,6,,F10F19,,,4,F15.6,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, amnestični sindrom",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome, unspecified stimulants"
5,F15,6,0,F10F19,,,5,F15.60,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, amnestični odvisnosti, neopredeljeni stimulansi",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome, unspecified stimulants"
5,F15,6,1,F10F19,,,5,F15.61,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, amnestični sindrom, metilamfetamin",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome, methylamphetamine"
5,F15,6,2,F10F19,,,5,F15.62,"Duševne in vedenjske motnje zaradi uporabe drugih stimulansov, vključno kofeina, amnestični sindrom, metilendioksimetamfetamin",0,0,1,2023-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Mental and behavioural disorders due to use of other stimulants, including caffeine, amnesic syndrome, methylenedioxy methamphetamine"
